JIRA_ID,JIRA_Type,JIRA_Priority,JIRA_Components,JIRA_Labels,JIRA_Sprint,JIRA_App_Name,JIRA_Reporter,JIRA_Assignee,JIRA_Start_Date,JIRA_End_Date,JIRA_Status,JIRA_Title,JIRA_Description,JIRA_Release_Fix_Version,JIRA_Team,JIRA_Confidence,JIRA_Created_Date,JIRA_Updated_Date,JIRA_Effort_Story_Points,CR_ID_Link_From_CSV_Example,JIRA_Linked_Issue_ID_Target,JIRA_Link_Type,JIRA_Watcher_User
NOVA-056,Story,Major,NFC,performance;ProjectNova,Sprint 3 - Nova,,John_H,Lori_S,2023-04-18,2023-04-21,Open,Cultivate viral paradigms,Technology into space business time trouble always ahead clearly.,v2.1.1,Team Hydra,,2023-04-11,2023-04-15,2,,,,Phillip_R
NOVA-056,Story,Major,NFC,performance;ProjectNova,Sprint 3 - Nova,,John_H,Lori_S,2023-04-18,2023-04-21,Open,Cultivate viral paradigms,Technology into space business time trouble always ahead clearly.,v2.1.1,Team Hydra,,2023-04-11,2023-04-15,2,,,,Bradley_S
NOVA-056,Story,Major,NFC,performance;ProjectNova,Sprint 3 - Nova,,John_H,Lori_S,2023-04-18,2023-04-21,Open,Cultivate viral paradigms,Technology into space business time trouble always ahead clearly.,v2.1.1,Team Hydra,,2023-04-11,2023-04-15,2,,,,Dawn_M
NOVA-057,Project,Medium,Auth,performance;sprint-goal;ProjectNova,Sprint 4 - Infra,AdminPortal,Doris_R,Bradley_S,2024-03-07,2024-03-07,Blocked,Revolutionize ubiquitous convergence,Available enjoy fact quickly shoulder drug present somebody let become.,v0.8.2-RC,Team Hydra,,2024-03-04,2024-03-06,3,,,,
NOVA-057,Project,Medium,Auth,performance;sprint-goal;ProjectNova,Sprint 4 - Infra,AdminPortal,Doris_R,Bradley_S,2024-03-07,2024-03-07,Blocked,Revolutionize ubiquitous convergence,Available enjoy fact quickly shoulder drug present somebody let become.,v0.8.2-RC,Team Hydra,,2024-03-04,2024-03-06,3,,,,Matthew_D
NOVA-057,Project,Medium,Auth,performance;sprint-goal;ProjectNova,Sprint 4 - Infra,AdminPortal,Doris_R,Bradley_S,2024-03-07,2024-03-07,Blocked,Revolutionize ubiquitous convergence,Available enjoy fact quickly shoulder drug present somebody let become.,v0.8.2-RC,Team Hydra,,2024-03-04,2024-03-06,3,,,,Justin_J
NOVA-058,Task,Medium,Auth;Mobile UI;API,ux;tech-debt;sprint-goal,Sprint 5 - General,AdminPortal,James_S,Joe_T,2024-01-22,2024-02-24,Open,Iterate global functionalities,Race indeed color article forget drop hit floor customer cup hit Mr their.,v0.3.2-RC,Team Griffin,,2024-01-19,2024-01-21,13,,,,
NOVA-058,Task,Medium,Auth;Mobile UI;API,ux;tech-debt;sprint-goal,Sprint 5 - General,AdminPortal,James_S,Joe_T,2024-01-22,2024-02-24,Open,Iterate global functionalities,Race indeed color article forget drop hit floor customer cup hit Mr their.,v0.3.2-RC,Team Griffin,,2024-01-19,2024-01-21,13,,,,Nicolas_O
NOVA-058,Task,Medium,Auth;Mobile UI;API,ux;tech-debt;sprint-goal,Sprint 5 - General,AdminPortal,James_S,Joe_T,2024-01-22,2024-02-24,Open,Iterate global functionalities,Race indeed color article forget drop hit floor customer cup hit Mr their.,v0.3.2-RC,Team Griffin,,2024-01-19,2024-01-21,13,,,,Matthew_D
NOVA-058,Task,Medium,Auth;Mobile UI;API,ux;tech-debt;sprint-goal,Sprint 5 - General,AdminPortal,James_S,Joe_T,2024-01-22,2024-02-24,Open,Iterate global functionalities,Race indeed color article forget drop hit floor customer cup hit Mr their.,v0.3.2-RC,Team Griffin,,2024-01-19,2024-01-21,13,,,,Jessica_D
NOVA-059,Story,Critical,Payments,security;sprint-goal;tech-debt,Sprint 2 - General,,Jason_G,Vickie_R,2023-01-31,2023-02-14,In Progress,Leverage open-source markets,Tend fall least example buy out director family control while especially.,v2.2.5-beta,Team Phoenix,,2023-01-27,2023-02-04,3,,,,
NOVA-059,Story,Critical,Payments,security;sprint-goal;tech-debt,Sprint 2 - General,,Jason_G,Vickie_R,2023-01-31,2023-02-14,In Progress,Leverage open-source markets,Tend fall least example buy out director family control while especially.,v2.2.5-beta,Team Phoenix,,2023-01-27,2023-02-04,3,,,,Vickie_R
NOVA-059,Story,Critical,Payments,security;sprint-goal;tech-debt,Sprint 2 - General,,Jason_G,Vickie_R,2023-01-31,2023-02-14,In Progress,Leverage open-source markets,Tend fall least example buy out director family control while especially.,v2.2.5-beta,Team Phoenix,,2023-01-27,2023-02-04,3,,,,Bradley_S
NOVA-060,Story,High,Auth,ProjectNova;ux;tech-debt,Sprint 2 - Nova,AdminPortal,Linda_C,Bradley_S,2024-04-04,2024-05-03,Release,Iterate end-to-end experiences,Per campaign town commercial this health.,v2.8.5-hotfix,Team Griffin,,2024-03-30,2024-05-01,1,,,,
NOVA-060,Story,High,Auth,ProjectNova;ux;tech-debt,Sprint 2 - Nova,AdminPortal,Linda_C,Bradley_S,2024-04-04,2024-05-03,Release,Iterate end-to-end experiences,Per campaign town commercial this health.,v2.8.5-hotfix,Team Griffin,,2024-03-30,2024-05-01,1,,,,Doris_R
NOVA-061,Feature,Critical,,ux;sprint-goal;security,Sprint 1 - Nova,AdminPortal,Nicolas_O,Joe_T,2023-02-19,2023-03-14,Blocked,Repurpose wireless action-items,Onto stop north action air phone pay three debate bank approach.,v2.6.1,Team Phoenix,,2023-02-19,2023-03-09,3,,,,
NOVA-061,Feature,Critical,,ux;sprint-goal;security,Sprint 1 - Nova,AdminPortal,Nicolas_O,Joe_T,2023-02-19,2023-03-14,Blocked,Repurpose wireless action-items,Onto stop north action air phone pay three debate bank approach.,v2.6.1,Team Phoenix,,2023-02-19,2023-03-09,3,,NOVA-004,cloned by,
NOVA-061,Feature,Critical,,ux;sprint-goal;security,Sprint 1 - Nova,AdminPortal,Nicolas_O,Joe_T,2023-02-19,2023-03-14,Blocked,Repurpose wireless action-items,Onto stop north action air phone pay three debate bank approach.,v2.6.1,Team Phoenix,,2023-02-19,2023-03-09,3,,,,John_H
NOVA-061,Feature,Critical,,ux;sprint-goal;security,Sprint 1 - Nova,AdminPortal,Nicolas_O,Joe_T,2023-02-19,2023-03-14,Blocked,Repurpose wireless action-items,Onto stop north action air phone pay three debate bank approach.,v2.6.1,Team Phoenix,,2023-02-19,2023-03-09,3,,,,Alison_S
NOVA-062,Project,Low,Auth;Mobile UI;Payments,tech-debt,Sprint 4 - General,,Nicolas_O,Joe_T,2024-02-23,2024-03-20,Release,Implement sticky schemas,Them court TV tax card nor adult soldier training.,v0.8.0-RC,Team Griffin,,2024-02-22,2024-03-04,3,,,,
NOVA-062,Project,Low,Auth;Mobile UI;Payments,tech-debt,Sprint 4 - General,,Nicolas_O,Joe_T,2024-02-23,2024-03-20,Release,Implement sticky schemas,Them court TV tax card nor adult soldier training.,v0.8.0-RC,Team Griffin,,2024-02-22,2024-03-04,3,,NOVA-001,blocks,
NOVA-062,Project,Low,Auth;Mobile UI;Payments,tech-debt,Sprint 4 - General,,Nicolas_O,Joe_T,2024-02-23,2024-03-20,Release,Implement sticky schemas,Them court TV tax card nor adult soldier training.,v0.8.0-RC,Team Griffin,,2024-02-22,2024-03-04,3,,,,Lori_S
NOVA-063,Feature,Medium,NFC;Database;API,,Sprint 4 - Nova,,Dawn_M,David_T,2023-08-17,2023-09-15,Release,Brand web-enabled channels,Appear author language draw until behind small for reveal economy central.,v0.8.3-RC,Team Hydra,,2023-08-08,2023-09-02,21,,,,
NOVA-063,Feature,Medium,NFC;Database;API,,Sprint 4 - Nova,,Dawn_M,David_T,2023-08-17,2023-09-15,Release,Brand web-enabled channels,Appear author language draw until behind small for reveal economy central.,v0.8.3-RC,Team Hydra,,2023-08-08,2023-09-02,21,,NOVA-041,blocks,
NOVA-064,Business Outcome,Medium,Mobile UI;API;Payments,performance;sprint-goal,Sprint 5 - Infra,AdminPortal,Frances_B,Nicolas_O,2024-01-01,2024-01-07,Pending,Empower web-enabled e-tailers,Fire name very hair forward grow best.,v0.9.1-RC,Team Hydra,67,2023-12-27,2023-12-27,1,,,,
NOVA-064,Business Outcome,Medium,Mobile UI;API;Payments,performance;sprint-goal,Sprint 5 - Infra,AdminPortal,Frances_B,Nicolas_O,2024-01-01,2024-01-07,Pending,Empower web-enabled e-tailers,Fire name very hair forward grow best.,v0.9.1-RC,Team Hydra,67,2023-12-27,2023-12-27,1,,NOVA-006,sub-task of,
NOVA-064,Business Outcome,Medium,Mobile UI;API;Payments,performance;sprint-goal,Sprint 5 - Infra,AdminPortal,Frances_B,Nicolas_O,2024-01-01,2024-01-07,Pending,Empower web-enabled e-tailers,Fire name very hair forward grow best.,v0.9.1-RC,Team Hydra,67,2023-12-27,2023-12-27,1,,,,Joe_T
PERF-065,Story,High,Mobile UI;Database,performance;ProjectNova;ux,Sprint 5 - General,MobileApp_Global,David_T,Jason_G,2024-01-13,2024-01-25,Review,Redefine back-end networks,However know sport approach itself few vote positive guess peace.,v1.2.1-RC,Team Hydra,,2024-01-09,2024-01-24,,,,,
NOVA-066,Project,Critical,Payments;Database,security;tech-debt;sprint-goal,Sprint 3 - Nova,AdminPortal,Bradley_S,Dawn_M,2023-01-28,2023-01-28,Release,Mesh leading-edge solutions,Technology usually cold how apply film record affect account rate entire act.,v0.7.4,Team Phoenix,,2023-01-24,2023-01-24,,,,,
NOVA-066,Project,Critical,Payments;Database,security;tech-debt;sprint-goal,Sprint 3 - Nova,AdminPortal,Bradley_S,Dawn_M,2023-01-28,2023-01-28,Release,Mesh leading-edge solutions,Technology usually cold how apply film record affect account rate entire act.,v0.7.4,Team Phoenix,,2023-01-24,2023-01-24,,,,,Vickie_R
NOVA-066,Project,Critical,Payments;Database,security;tech-debt;sprint-goal,Sprint 3 - Nova,AdminPortal,Bradley_S,Dawn_M,2023-01-28,2023-01-28,Release,Mesh leading-edge solutions,Technology usually cold how apply film record affect account rate entire act.,v0.7.4,Team Phoenix,,2023-01-24,2023-01-24,,,,,Maria_E
NOVA-066,Project,Critical,Payments;Database,security;tech-debt;sprint-goal,Sprint 3 - Nova,AdminPortal,Bradley_S,Dawn_M,2023-01-28,2023-01-28,Release,Mesh leading-edge solutions,Technology usually cold how apply film record affect account rate entire act.,v0.7.4,Team Phoenix,,2023-01-24,2023-01-24,,,,,Vickie_R
NOVA-067,Bug,Low,Auth;Database;NFC,performance;ux;ProjectNova,Sprint 1 - Infra,MobileApp_Global,Phillip_R,Maria_E,2023-07-15,2023-08-03,In Progress,Target frictionless e-commerce,Catch different involve political number voice.,v0.8.0-hotfix,Team Hydra,,2023-07-12,2023-07-26,3,,,,
NOVA-067,Bug,Low,Auth;Database;NFC,performance;ux;ProjectNova,Sprint 1 - Infra,MobileApp_Global,Phillip_R,Maria_E,2023-07-15,2023-08-03,In Progress,Target frictionless e-commerce,Catch different involve political number voice.,v0.8.0-hotfix,Team Hydra,,2023-07-12,2023-07-26,3,,NOVA-012,duplicates,
NOVA-067,Bug,Low,Auth;Database;NFC,performance;ux;ProjectNova,Sprint 1 - Infra,MobileApp_Global,Phillip_R,Maria_E,2023-07-15,2023-08-03,In Progress,Target frictionless e-commerce,Catch different involve political number voice.,v0.8.0-hotfix,Team Hydra,,2023-07-12,2023-07-26,3,,,,Jason_G
NOVA-067,Bug,Low,Auth;Database;NFC,performance;ux;ProjectNova,Sprint 1 - Infra,MobileApp_Global,Phillip_R,Maria_E,2023-07-15,2023-08-03,In Progress,Target frictionless e-commerce,Catch different involve political number voice.,v0.8.0-hotfix,Team Hydra,,2023-07-12,2023-07-26,3,,,,Dawn_M
NOVA-067,Bug,Low,Auth;Database;NFC,performance;ux;ProjectNova,Sprint 1 - Infra,MobileApp_Global,Phillip_R,Maria_E,2023-07-15,2023-08-03,In Progress,Target frictionless e-commerce,Catch different involve political number voice.,v0.8.0-hotfix,Team Hydra,,2023-07-12,2023-07-26,3,,,,Alison_S
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,,,
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,NOVA-020,duplicates,
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,NOVA-063,blocks,
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,,,Matthew_D
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,,,Nicolas_O
NOVA-068,Project,High,,,Sprint 1 - Nova,MobileApp_Global,John_H,Jessica_D,2023-04-19,2023-05-01,In Progress,Aggregate transparent niches,Face pay class black short assume enjoy.,v1.8.2-hotfix,Team Hydra,,2023-04-11,2023-04-18,3,,,,David_T
NOVA-069,Project,Minor,API;Auth,performance,Sprint 2 - General,MobileApp_Global,James_S,Phillip_R,2023-06-01,2023-06-16,Closed,Expedite impactful action-items,Nation feeling heart owner owner prevent action.,v2.2.4-RC,Team Hydra,,2023-05-29,2023-06-15,,,,,
NOVA-069,Project,Minor,API;Auth,performance,Sprint 2 - General,MobileApp_Global,James_S,Phillip_R,2023-06-01,2023-06-16,Closed,Expedite impactful action-items,Nation feeling heart owner owner prevent action.,v2.2.4-RC,Team Hydra,,2023-05-29,2023-06-15,,,,,Matthew_D
NOVA-070,Story,Major,,sprint-goal;security;ProjectNova,Sprint 5 - Nova,AdminPortal,Jennifer_W,Doris_R,2023-09-15,2023-10-25,Release,Seize next-generation e-tailers,International audience lot language offer glass detail off soldier tend director plan during.,v2.9.3,Team Hydra,,2023-09-06,2023-10-01,5,,,,
NOVA-070,Story,Major,,sprint-goal;security;ProjectNova,Sprint 5 - Nova,AdminPortal,Jennifer_W,Doris_R,2023-09-15,2023-10-25,Release,Seize next-generation e-tailers,International audience lot language offer glass detail off soldier tend director plan during.,v2.9.3,Team Hydra,,2023-09-06,2023-10-01,5,,NOVA-004,duplicates,
NOVA-070,Story,Major,,sprint-goal;security;ProjectNova,Sprint 5 - Nova,AdminPortal,Jennifer_W,Doris_R,2023-09-15,2023-10-25,Release,Seize next-generation e-tailers,International audience lot language offer glass detail off soldier tend director plan during.,v2.9.3,Team Hydra,,2023-09-06,2023-10-01,5,,,,Lori_S
NOVA-070,Story,Major,,sprint-goal;security;ProjectNova,Sprint 5 - Nova,AdminPortal,Jennifer_W,Doris_R,2023-09-15,2023-10-25,Release,Seize next-generation e-tailers,International audience lot language offer glass detail off soldier tend director plan during.,v2.9.3,Team Hydra,,2023-09-06,2023-10-01,5,,,,Jessica_D
NOVA-070,Story,Major,,sprint-goal;security;ProjectNova,Sprint 5 - Nova,AdminPortal,Jennifer_W,Doris_R,2023-09-15,2023-10-25,Release,Seize next-generation e-tailers,International audience lot language offer glass detail off soldier tend director plan during.,v2.9.3,Team Hydra,,2023-09-06,2023-10-01,5,,,,Lori_S
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,,,
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,NOVA-008,sub-task of,
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,NOVA-003,sub-task of,
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,,,Frances_B
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,,,Justin_J
NOVA-071,Task,Major,NFC;Mobile UI;Payments,ux;sprint-goal,Sprint 2 - Nova,MobileApp_Global,Jennifer_W,Joe_T,2024-01-15,2024-01-18,Blocked,Harness dynamic initiatives,Congress bad five event degree usually how cut.,v1.4.0,Team Hydra,97,2024-01-14,2024-01-17,5,,,,Bradley_S
FEAT-072,Epic,Low,Database,,Sprint 4 - General,,Lori_S,Dawn_M,2023-03-05,2023-03-06,Review,Matrix robust solutions,Thing write by really card such item walk either economic arrive.,v2.1.4-RC,Team Hydra,,2023-02-28,2023-03-05,21,,,,
